,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
172,Lyle,Foster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,FWD
173,Denis,Franchi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
174,Jóhann Berg,Gudmundsson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
175,Luke,McNally,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
176,Arijanet,Muric,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,GK
177,Dara,O'Shea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
178,Michael,Obafemi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,FWD
179,Bailey,Peacock-Farrell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
180,Connor,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,DEF
181,Jay,Rodriguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,FWD
182,Charlie,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40,DEF
183,Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
184,Scott,Twine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
185,Lawrence,Vigouroux,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
186,Victor,da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
187,Wout,Weghorst,0,1,24,790,11,183.7,97.6,144.0,0,56,42.4,4,0,1,0.6,55,FWD
188,Anass,Zaroury,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID
189,Zeki,Amdouni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,FWD
190,James,Trafford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,45,GK
191,Nathan,Redmond,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,50,MID
192,Luca,Koleosho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
193,Jacob,Bruun Larsen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
194,Robert,Sánchez,0,0,82,2070,30,0.1,439.0,0.0,10,380,43.9,6,0,2,3.6,45,GK
195,Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
196,Andrey,Nascimento dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
197,Kepa,Arrizabalaga,0,0,118,2565,33,0.1,733.4,0.0,15,575,73.3,9,0,1,1.4,50,GK
198,Pierre-Emerick,Aubameyang,1,0,25,546,8,59.4,55.0,177.0,3,61,28.5,1,0,1,0.1,65,FWD
199,César,Azpilicueta,0,0,45,1521,21,211.2,272.0,102.0,4,242,58.4,3,0,3,0.0,45,DEF
200,Abdul Rahman,Baba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
201,Benoît,Badiashile,1,0,40,904,9,49.1,219.8,81.0,2,209,35.1,4,0,2,0.1,45,DEF
202,Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
203,Armando,Broja,1,1,21,285,5,18.2,64.6,113.0,0,56,19.7,1,0,0,0.1,50,FWD
204,Trevoh,Chalobah,0,0,49,1601,24,94.0,294.6,112.0,1,318,50.3,5,0,4,0.3,45,DEF
205,Ben,Chilwell,2,3,70,1402,19,382.6,283.4,178.0,4,302,84.2,4,0,3,12.3,55,DEF
206,Carney,Chukwuemeka,0,0,18,342,7,113.5,66.0,78.0,0,71,25.7,1,0,0,3.0,45,MID
207,Levi,Colwill,0,2,46,1218,21,101.9,236.2,50.0,6,249,38.9,3,0,1,3.2,45,DEF
208,Marc,Cucurella Saseta,0,2,65,1669,20,232.5,354.4,72.0,1,363,65.9,6,0,4,0.6,50,DEF
209,Enzo,Fernández,0,2,42,1547,25,334.3,315.8,74.0,1,265,72.6,3,0,3,3.7,50,MID
210,David Datro,Fofana,0,0,3,68,1,34.6,15.2,30.0,0,8,8.0,0,0,0,0.0,50,FWD
211,Wesley,Fofana,1,0,37,1362,24,59.6,294.6,86.0,4,244,44.4,2,0,4,0.1,45,DEF
212,Conor,Gallagher,3,1,66,1608,23,351.5,386.2,329.0,7,279,106.5,4,1,9,0.5,55,MID
213,Malo,Gusto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF
214,Lewis,Hall,0,0,19,653,11,225.8,134.4,127.0,3,118,48.8,1,0,1,0.2,45,DEF
215,Callum,Hudson-Odoi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
216,Reece,James,1,2,44,1242,17,358.2,292.2,153.0,5,286,80.4,2,0,4,15.3,55,DEF
217,Romelu,Lukaku Bolingoli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,70,FWD
218,Noni,Madueke,1,0,26,639,13,170.8,153.8,224.0,2,105,55.0,0,0,0,0.2,55,MID
219,Mykhailo,Mudryk,0,2,25,650,10,146.4,100.8,140.0,0,73,38.2,0,0,1,3.1,65,MID
220,Nicolas,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,15.1,70,FWD
221,Christopher,Nkunku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,75,FWD
222,Christian,Pulisic,1,1,39,805,11,166.8,120.4,227.0,0,102,51.1,3,0,1,0.0,55,MID
223,Malang,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
224,Gabriel,Słonina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
225,Raheem,Sterling,6,4,101,1886,27,495.4,399.6,647.0,9,274,153.9,5,0,4,2.1,70,MID
226,Thiago,Emiliano da Silva,0,2,80,2351,32,90.4,676.8,147.0,8,524,91.4,6,0,2,2.0,50,DEF
227,Hakim,Ziyech,0,3,33,649,7,230.9,155.4,113.0,0,129,49.0,2,0,1,0.2,55,MID
228,Ângelo Gabriel,Borges Damaceno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
229,Ian,Maatsen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID
230,Axel,Disasi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,DEF
231,Lesley,Ugochukwu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
232,Naouirou,Ahamada,0,0,7,87,2,13.2,7.4,14.0,0,20,3.0,0,0,1,0.3,45,MID
233,Joachim,Andersen,1,0,80,2782,37,163.4,658.8,273.0,1,483,109.8,8,0,8,0.8,45,DEF
234,Jordan,Ayew,4,3,104,2708,41,468.2,494.4,439.0,4,332,140.3,8,0,5,0.3,55,MID
235,Nathaniel,Clyne,0,0,44,1638,23,124.9,203.6,8.0,0,246,33.6,3,0,3,0.2,45,DEF
236,Cheick,Doucouré,0,3,74,2770,41,353.7,475.0,167.0,3,411,99.8,7,1,8,0.1,50,MID
237,Malcolm,Ebiowei,0,0,3,31,1,0.9,3.4,4.0,0,9,0.9,0,0,0,0.1,45,MID
238,Odsonne,Edouard,5,2,82,1788,25,238.7,351.6,552.0,5,225,113.2,5,0,3,1.9,55,FWD
239,Eberechi,Eze,10,5,159,2631,35,833.6,702.6,635.0,21,580,217.0,9,0,3,17.4,65,MID
240,Vicente,Guaita,0,0,99,2430,34,0.0,668.4,0.0,10,484,66.8,6,0,1,1.1,45,GK
241,Marc,Guéhi,1,0,95,3330,46,145.5,705.0,213.0,2,623,106.7,9,0,8,2.0,45,DEF
242,Will,Hughes,1,1,41,822,11,107.4,190.4,78.0,3,152,37.4,1,0,4,0.0,50,MID
243,Sam,Johnstone,0,0,36,810,10,0.0,177.4,0.0,5,159,17.8,3,0,1,1.8,45,GK
244,Jefferson,Lerma Solís,5,0,101,3252,67,296.4,619.2,312.0,5,500,122.7,7,0,7,0.4,50,MID
245,Jean-Philippe,Mateta,2,0,41,748,10,71.4,119.8,247.0,3,96,42.5,3,0,3,0.4,50,FWD
246,Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
247,Tyrick,Mitchell,0,2,93,2889,40,260.3,485.0,141.0,7,476,89.0,8,1,5,0.3,45,DEF
248,Jake,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
249,Michael,Olise,2,11,132,2743,38,1115.0,652.4,484.0,15,517,225.6,8,0,2,0.2,60,MID
250,Luke,Plange,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
251,Chris,Richards,0,0,13,443,11,15.3,92.4,26.0,0,83,13.2,1,0,0,0.5,40,DEF
252,Jairo,Riedewald,0,0,6,60,0,2.6,9.8,4.0,0,19,1.5,0,0,0,0.1,45,MID
253,Jeffrey,Schlupp,3,2,89,2528,38,257.6,404.6,314.0,2,324,97.9,9,0,7,0.2,50,MID
254,James,Tomkins,1,0,8,335,10,1.1,90.0,54.0,1,50,14.6,0,1,1,0.9,40,DEF
255,Joel,Ward,1,0,78,2253,35,172.5,446.6,114.0,5,403,73.5,8,0,6,0.2,45,DEF
256,Joe,Whitworth,0,0,3,180,5,0.0,41.8,0.0,0,28,4.2,0,0,0,1.2,40,GK
257,Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
258,André,Tavares Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID
259,Jarrad,Branthwaite,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF
260,Dominic,Calvert-Lewin,2,1,40,1166,22,122.4,138.4,409.0,2,89,66.4,4,0,3,2.5,60,FWD
261,Seamus,Coleman,1,0,63,1654,25,108.7,297.8,95.0,5,314,50.4,5,0,1,0.2,45,DEF
262,Dele,Alli,0,0,2,38,1,2.2,0.6,6.0,0,5,0.9,0,0,0,0.1,50,MID
263,Abdoulaye,Doucouré,5,2,76,1527,27,284.1,360.4,255.0,10,263,89.7,4,1,6,0.3,55,MID
264,James,Garner,0,1,25,796,13,116.2,109.2,64.0,0,109,29.2,2,0,3,0.0,50,MID
265,Jean-Philippe,Gbamin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
266,Ben,Godfrey,0,1,18,801,18,42.3,146.8,46.0,0,101,23.6,1,0,2,0.2,45,DEF
267,Demarai,Gray,4,1,91,2501,39,614.7,410.8,707.0,4,284,173.2,7,0,3,0.4,55,MID
268,Idrissa,Gueye,0,1,66,2577,45,195.3,426.8,85.0,1,357,70.6,8,0,7,0.0,50,MID
269,Mason,Holgate,0,0,16,506,9,71.9,90.4,55.0,2,81,21.5,2,1,1,2.0,40,DEF
270,Alex,Iwobi,2,8,126,3379,56,946.0,693.4,373.0,9,563,201.3,9,0,2,0.9,55,MID
271,Michael,Keane,1,2,39,983,22,42.6,242.6,131.0,5,180,41.7,2,0,0,0.3,45,DEF
272,Neal,Maupay,1,0,41,1104,19,109.9,85.8,429.0,3,86,62.2,3,0,4,1.0,50,FWD
273,Dwight,McNeil,7,5,126,2490,46,771.4,718.8,464.0,14,505,195.8,5,0,5,0.3,55,MID
274,Vitalii,Mykolenko,0,1,75,2653,46,307.0,504.8,120.0,4,449,93.4,7,0,4,0.3,45,DEF
275,Amadou,Onana,1,3,77,2486,37,316.6,358.2,287.0,2,300,96.0,9,0,9,0.2,50,MID
276,Nathan,Patterson,0,0,31,1274,22,111.9,231.4,108.0,0,173,45.3,2,0,3,0.3,45,DEF
277,Jordan,Pickford,0,1,124,3330,57,23.0,997.8,0.0,10,666,102.0,8,0,6,13.6,45,GK
278,Ellis,Simms,1,0,17,219,4,39.6,40.8,54.0,0,59,13.0,0,0,0,0.1,45,FWD
279,James,Tarkowski,1,1,106,3420,57,185.6,1040.4,441.0,13,632,167.0,9,0,6,1.8,45,DEF
280,João,Neves Virgínia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK
281,Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
282,Ashley,Young,1,0,87,2031,28,223.4,380.2,81.0,8,388,68.7,9,0,7,0.8,45,DEF
283,Arnaut,Danjuma Groeneveld,1,0,15,162,5,25.1,53.2,71.0,0,43,14.8,0,0,0,0.3,55,MID
284,Andreas,Hoelgebaum Pereira,4,10,123,2696,40,965.0,440.6,495.0,9,360,189.3,8,0,8,2.8,55,MID
285,Tom,Cairney,2,1,53,968,13,232.1,190.4,217.0,2,217,64.2,1,0,2,0.0,50,MID
286,Ivan,Neves Abreu Cavaleiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
287,Bobby,De Cordova-Reid,4,1,90,2473,40,326.6,365.2,508.0,3,289,119.7,8,0,8,0.1,55,MID
288,Issa,Diop,1,0,79,2008,26,38.8,462.2,80.0,8,422,58.1,7,0,2,0.2,45,DEF
289,Tyrese,Francois,0,0,1,1,0,0.3,1.0,0.0,0,3,0.1,0,0,0,0.0,45,MID
290,Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
291,Terence,Kongolo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
292,Bernd,Leno,0,0,142,3240,51,10.0,1154.8,0.0,17,766,116.6,8,0,3,7.9,45,GK
293,Saša,Lukić,0,0,15,406,10,21.9,40.8,19.0,0,58,8.2,0,0,1,0.3,45,MID
294,Kevin,Mbabu,0,1,7,141,7,37.7,39.8,0.0,0,39,7.8,0,0,1,0.6,40,DEF
295,Aleksandar,Mitrović,14,2,107,2010,30,228.3,584.8,1171.0,14,324,197.1,7,0,7,4.1,75,FWD
296,Rodrigo,Muniz Carvalho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,FWD
297,João,Palhinha Gonçalves,3,0,83,3108,43,142.8,570.2,338.0,5,379,105.5,9,0,14,0.3,50,MID
298,Tim,Ream,1,0,98,2898,44,65.2,604.2,76.0,12,560,74.8,8,0,2,0.5,45,DEF
299,Harrison,Reed,3,4,107,2868,44,507.3,484.4,266.0,9,409,125.8,9,0,5,1.2,50,MID
300,Antonee,Robinson,0,2,93,3088,44,427.4,573.2,61.0,5,558,106.3,9,0,8,0.7,45,DEF
301,Marek,Rodák,0,0,7,180,2,0.0,19.0,0.0,0,33,1.9,1,0,0,0.5,40,GK
302,Kenny,Tete,1,5,90,2569,36,391.4,670.2,145.0,1,484,120.9,7,0,8,0.7,45,DEF
303,Tosin,Adarabioyo,1,0,49,2084,39,90.1,514.4,128.0,1,353,73.4,3,0,4,0.1,45,DEF
304,Carlos Vinícius,Alves Morais,5,2,72,1098,20,118.6,244.0,374.0,10,206,73.1,1,0,3,4.7,50,FWD
305,Harry,Wilson,2,5,68,1085,15,184.1,215.2,178.0,2,215,57.7,2,0,1,0.2,55,MID
306,Raúl,Jiménez,0,2,29,839,18,117.1,74.6,277.0,0,65,46.7,2,0,0,1.2,55,FWD
307,Willian,Borges da Silva,5,7,116,2127,22,703.4,455.8,449.0,11,442,160.8,9,0,2,0.6,55,MID
308,Calvin,Bassey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,DEF
309,Adrián,San Miguel del Castillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
310,Trent,Alexander-Arnold,2,11,156,2922,44,1236.9,821.4,262.0,21,824,232.2,10,0,5,21.1,80,DEF
311,Alisson,Ramses Becker,0,1,162,3330,43,10.1,966.4,0.0,15,824,97.6,14,0,1,9.0,55,GK
312,Stefan,Bajcetic,1,0,22,522,4,61.7,90.2,77.0,0,85,22.8,3,0,2,0.1,50,MID
313,Darwin,Núñez Ribeiro,9,5,100,1684,22,336.9,458.2,1078.0,8,310,186.0,7,1,1,15.6,75,FWD
314,Diogo,Teixeira da Silva,7,4,80,1125,19,242.6,376.6,391.0,9,282,100.6,5,0,2,3.3,80,MID
315,Harvey,Elliott,1,2,62,1600,20,406.1,269.0,378.0,2,286,105.5,5,0,2,0.3,50,MID
316,Fabio Henrique,Tavares,0,2,70,2666,34,316.4,400.2,109.0,0,394,82.5,11,0,11,0.0,50,MID
317,Cody,Gakpo,7,3,90,1455,19,292.4,375.6,460.0,4,256,112.3,6,0,0,6.2,75,FWD
318,Joe,Gomez,0,0,68,1461,16,46.1,312.4,38.0,8,337,39.7,8,0,3,0.3,45,DEF
319,Jordan,Henderson,0,3,69,2060,30,525.8,315.2,185.0,0,401,103.0,8,0,2,0.0,50,MID
320,Curtis,Jones,3,1,52,1029,15,238.1,272.8,240.0,4,206,75.0,4,0,2,0.2,50,MID
321,Caoimhin,Kelleher,0,0,2,90,4,0.0,38.0,0.0,0,20,3.8,0,0,0,0.3,40,GK
322,Ibrahima,Konaté,0,0,49,1551,22,39.6,285.6,144.0,0,305,46.8,7,0,5,1.3,50,DEF
323,Luis,Díaz,4,2,62,991,11,200.6,245.4,404.0,7,166,85.0,4,0,2,6.0,75,MID
324,Alexis,Mac Allister,10,2,140,2882,45,746.4,750.8,714.0,18,567,221.3,10,0,8,13.3,60,MID
325,Joel,Matip,1,0,36,1091,20,61.9,232.8,102.0,4,216,39.6,3,0,3,0.3,50,DEF
326,Nathaniel,Phillips,0,0,3,65,1,1.4,15.4,18.0,0,17,3.4,0,0,0,0.3,40,DEF
327,Andrew,Robertson,0,8,121,2579,34,862.1,549.2,211.0,10,633,162.3,9,0,3,3.7,65,DEF
328,Mohamed,Salah,19,13,239,3290,45,899.2,1067.4,1688.0,23,651,365.6,13,0,2,24.5,125,MID
329,Dominik,Szoboszlai,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.6,70,MID
330,Thiago,Alcántara do Nascimento,0,0,30,1252,23,265.8,244.4,86.0,0,194,59.8,2,0,2,0.2,50,MID
331,Konstantinos,Tsimikas,0,4,48,762,11,298.3,183.2,124.0,2,216,60.7,4,0,3,0.2,45,DEF
332,Sepp,van den Berg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
333,Virgil,van Dijk,3,1,127,2835,36,121.0,743.2,389.0,13,636,125.4,11,0,3,9.3,60,DEF
334,Marvelous,Nakamba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,45,MID
335,Elijah,Adebayo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,50,FWD
336,Mads Juel,Andersen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,DEF
337,Amari'i,Bell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,12.7,40,DEF
338,Luke,Berry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
339,Reece,Burke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
340,Allan,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
341,Jordan,Clark,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
342,Alfie,Doughty,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
343,Luke,Freeman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
344,Matt,Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,GK
345,John,McAtee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,45,FWD
346,Carlos,Mendes Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
347,Carlton,Morris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,55,FWD
348,Admiral,Muskwe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD
349,Chiedozie,Ogbene,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,FWD
350,Fred,Onyedinma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
351,Gabriel,Osho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
352,Aribim,Pepple,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD
353,Dion,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID
354,Dan,Potts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
355,Glen,Rea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
356,James,Shea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK
357,Joe,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,FWD
358,Elliot,Thorpe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
359,Jack,Walton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
360,Louie,Watson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,MID
361,Cauley,Woodrow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,FWD
362,Ryan,Giles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
363,Tom,Lockyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
364,Pelly Ruddock,Mpanzu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
365,Tahith,Chong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID
366,Issa,Kaboré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.8,40,DEF
367,Thomas,Kaminski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK
368,Manuel,Akanji,0,1,82,2284,23,146.5,385.6,180.0,5,460,71.4,7,0,2,4.5,50,DEF
369,Nathan,Aké,1,0,92,1871,15,175.9,405.2,150.0,9,419,73.3,9,0,2,3.3,50,DEF
370,Julián,Álvarez,9,3,103,1448,16,286.5,434.2,569.0,14,393,129.0,5,0,0,3.9,65,FWD
371,Bernardo,Veiga de Carvalho e Silva,4,6,106,2196,24,515.0,492.0,424.0,9,427,143.1,7,0,5,4.5,65,MID
372,Oscar,Bobb,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
373,João,Cancelo,2,2,73,1273,16,266.4,277.0,276.0,10,304,81.2,6,1,3,4.6,60,DEF
374,Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
375,Shea,Charles,0,0,1,27,1,0.9,13.8,0.0,0,3,1.5,0,0,0,0.0,45,MID
376,Kevin,De Bruyne,7,18,183,2413,23,1476.7,897.8,598.0,26,742,297.6,10,0,1,14.7,105,MID
377,Rúben,Gato Alves Dias,0,0,80,1997,16,83.7,416.8,124.0,1,432,62.5,9,0,3,7.3,55,DEF
378,Tommy,Doyle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
379,Ederson,Santana de Moraes,0,1,121,3150,32,13.1,508.4,0.0,8,581,52.1,11,0,3,14.3,55,GK
380,Phil,Foden,11,7,142,1832,16,707.4,684.8,717.0,15,517,210.9,5,0,1,9.4,75,MID
381,Jack,Grealish,5,10,121,2051,16,721.3,515.8,683.0,9,490,191.7,10,0,4,6.6,75,MID
382,Erling,Haaland,36,9,272,2767,26,371.0,1390.0,1825.0,40,1040,358.1,13,0,5,86.7,140,FWD
383,Mateo,Kovačić,1,2,53,1699,25,365.8,295.8,114.0,2,289,77.9,4,0,8,1.3,50,MID
384,Aymeric,Laporte,0,0,40,992,10,111.2,183.0,73.0,3,210,36.6,4,0,0,0.5,50,DEF
385,Rico,Lewis,0,0,29,900,8,189.3,129.4,44.0,0,168,36.3,2,0,1,0.3,45,DEF
386,Riyad,Mahrez,5,12,126,1913,23,803.1,540.0,524.0,11,470,186.5,6,0,2,0.3,75,MID
387,James,McAtee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
388,Stefan,Ortega Moreno,0,0,23,270,1,0.0,116.8,0.0,5,90,11.7,2,0,0,0.8,40,GK
389,Cole,Palmer,0,1,19,358,4,88.7,73.0,155.0,0,76,31.9,1,0,1,0.2,50,MID
390,Máximo,Perrone,0,0,1,18,1,2.6,1.0,4.0,0,4,0.8,0,0,0,0.0,45,MID
391,Kalvin,Phillips,0,0,14,291,3,54.4,50.0,22.0,0,68,12.7,1,0,1,0.1,50,MID
392,Rodrigo,Hernandez,2,6,108,2911,26,555.9,716.0,493.0,7,606,176.9,11,0,5,2.4,55,MID
393,Sergio,Gómez,0,1,21,340,6,80.5,76.2,30.0,1,83,18.7,1,0,0,1.1,40,DEF
394,Zack,Steffen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
395,John,Stones,2,2,93,1844,17,164.1,396.0,135.0,13,422,69.6,7,0,2,29.7,55,DEF
396,Kyle,Walker,0,0,69,1953,20,199.4,236.8,42.0,0,376,47.7,7,0,3,2.7,50,DEF
397,Joško,Gvardiol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.3,50,DEF
398,Mason,Mount,3,4,82,1644,21,463.1,331.4,376.0,8,277,117.2,8,0,4,4.5,70,MID
399,Alex,Telles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
400,Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
401,Antony Matheus,dos Santos,4,2,82,1803,21,421.0,322.0,633.0,4,262,137.1,12,0,5,1.6,70,MID
402,Bruno,Borges Fernandes,8,9,176,3317,39,1603.7,1004.2,982.0,23,748,359.3,18,0,6,26.9,85,MID
403,Brandon,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
404,Eric,Bailly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
405,Carlos Henrique,Casimiro,4,3,87,2122,22,418.8,644.0,299.0,10,389,136.3,10,2,7,4.4,55,MID
406,Diogo,Dalot Teixeira,1,2,102,2152,34,421.4,483.8,283.0,19,502,118.8,10,0,6,2.1,50,DEF
407,Christian,Eriksen,1,9,103,2046,25,575.2,425.4,344.0,8,426,134.4,13,0,3,0.5,60,MID
