,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
408,Álvaro,Fernández Carreras,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF
409,Frederico,Rodrigues de Paula Santos,2,3,62,1228,22,393.7,316.2,225.0,2,272,93.4,4,0,6,0.2,50,MID
410,Alejandro,Garnacho,3,2,39,557,13,61.7,157.6,287.0,0,81,50.7,0,0,3,2.8,50,MID
411,Hannibal,Mejbri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
412,Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
413,Dean,Henderson,0,0,82,1620,31,0.0,474.4,0.0,12,367,47.5,6,0,2,0.7,45,GK
414,Victor,Lindelöf,0,0,57,1359,16,54.7,280.4,19.0,3,327,35.6,6,0,1,0.2,45,DEF
415,Harry,Maguire,0,0,39,762,7,20.8,193.0,55.0,2,201,26.9,5,0,4,0.5,45,DEF
416,Kobbie,Mainoo,0,0,1,10,0,0.8,5.8,6.0,0,2,1.3,0,0,0,0.1,45,MID
417,Tyrell,Malacia,0,0,62,1391,14,148.8,223.6,79.0,8,287,45.3,7,0,6,0.1,45,DEF
418,Anthony,Martial,6,3,66,970,8,179.5,305.6,376.0,4,230,85.5,7,0,0,0.4,65,FWD
419,Lisandro,Martínez,1,0,81,2113,33,110.4,571.8,82.0,6,481,76.7,9,0,6,6.8,50,DEF
420,Scott,McTominay,1,0,36,1149,20,123.2,247.0,156.0,2,146,52.2,4,0,8,0.1,50,MID
421,Teden,Mengi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
422,Facundo,Pellistri Rebollo,0,0,4,60,1,1.8,7.4,2.0,0,14,1.0,0,0,0,0.1,45,MID
423,Raphaël,Varane,0,0,77,1912,22,74.0,387.0,124.0,2,392,58.8,10,0,1,1.8,50,DEF
424,Marcus,Rashford,17,7,205,2880,39,462.5,892.2,1466.0,21,530,282.2,13,0,2,46.7,90,MID
425,Jadon,Sancho,6,3,105,1683,18,571.6,433.8,426.0,8,375,143.2,13,0,0,1.3,70,MID
426,Luke,Shaw,1,4,124,2552,35,547.7,572.8,118.0,20,626,124.2,12,0,8,27.0,55,DEF
427,Shola,Shoretire,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
428,Donny,van de Beek,0,0,8,162,3,40.2,11.2,54.0,0,21,10.5,0,0,0,0.1,50,MID
429,Aaron,Wan-Bissaka,0,0,67,1432,10,221.9,290.4,143.0,3,308,65.5,8,0,2,1.6,45,DEF
430,André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,26.0,50,GK
431,Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,70,FWD
432,Miguel,Almirón Rejala,11,4,158,2487,22,426.4,611.8,892.0,15,511,193.3,15,0,2,8.3,65,MID
433,Elliot,Anderson,0,1,30,395,7,129.9,98.8,186.0,2,93,41.5,1,0,0,6.9,45,MID
434,Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
435,Sven,Botman,0,2,129,3127,30,120.3,583.0,303.0,8,666,101.0,13,0,2,21.1,45,DEF
436,Bruno,Guimarães Rodriguez Moura,4,5,107,2727,25,646.1,630.8,286.0,5,438,156.6,12,0,7,3.5,60,MID
437,Dan,Burn,1,0,129,3109,30,230.4,555.0,265.0,6,584,105.3,14,0,5,3.6,45,DEF
438,Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
439,Martin,Dubravka,0,0,11,156,1,0.0,54.0,0.0,1,49,5.4,1,0,0,1.2,40,GK
440,Ryan,Fraser,0,0,11,308,3,74.0,26.8,70.0,0,39,17.2,1,0,1,0.1,50,MID
441,Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
442,Anthony,Gordon,4,0,68,1574,18,226.6,311.2,550.0,5,186,108.8,4,0,7,0.5,55,MID
443,Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
444,Jeff,Hendrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
445,Alexander,Isak,10,2,100,1520,20,246.1,483.4,724.0,18,353,145.2,4,0,3,15.6,75,FWD
446,Joelinton Cássio,Apolinário de Lira,6,5,115,2660,26,413.1,603.4,655.0,10,458,167.3,11,0,12,1.2,60,MID
447,Emil,Krafth,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,45,DEF
448,Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
449,Jamaal,Lascelles,0,0,3,214,5,0.9,42.6,13.0,0,22,5.4,0,0,4,0.4,40,DEF
450,Jamal,Lewis,0,0,2,9,1,1.0,1.0,4.0,0,6,0.6,0,0,0,0.0,40,DEF
451,Sean,Longstaff,1,5,93,2514,18,372.0,385.2,408.0,2,347,116.8,13,0,2,0.2,50,MID
452,Javier,Manquillo Gaitán,0,0,4,34,1,5.5,12.0,2.0,0,19,2.0,0,0,0,0.1,40,DEF
453,Jacob,Murphy,4,2,78,1230,12,302.5,275.0,410.0,2,240,98.9,3,0,0,0.2,50,MID
454,Nick,Pope,0,0,157,3261,32,20.0,709.6,0.0,14,678,72.9,14,1,3,12.2,55,GK
455,Matt,Ritchie,0,0,7,35,0,17.2,8.8,2.0,0,24,2.8,0,0,0,0.2,45,MID
456,Allan,Saint-Maximin,1,6,66,1109,14,397.4,284.8,381.0,4,240,106.5,4,0,1,0.2,60,MID
457,Fabian,Schär,1,3,139,3207,28,264.7,680.8,523.0,6,617,147.1,15,0,7,3.0,50,DEF
458,Matt,Targett,0,0,35,600,6,142.4,112.4,8.0,2,157,26.3,3,0,1,0.2,45,DEF
459,Sandro,Tonali,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,55,MID
460,Kieran,Trippier,1,9,198,3342,31,1824.0,908.2,123.0,39,941,285.8,16,0,5,34.4,65,DEF
461,Kell,Watts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF
462,Joe,Willock,3,7,123,2556,26,547.0,520.8,680.0,11,415,174.9,12,0,1,0.6,55,MID
463,Callum,Wilson,18,6,157,1870,16,271.3,722.2,1022.0,20,526,200.9,10,0,4,9.8,80,FWD
464,Loris,Karius,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
465,Paul,Dummett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
466,Harvey,Barnes,13,2,138,2709,51,322.9,612.8,942.0,0,379,187.7,6,0,3,2.6,65,MID
467,Anthony,Elanga,0,1,23,417,2,78.8,52.4,162.0,0,53,28.7,2,0,0,0.6,50,MID
468,Brandon,Aguilera Zamora,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
469,Harry,Arter,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
470,Serge,Aurier,1,0,70,1943,31,168.9,437.6,117.0,8,336,72.5,6,0,2,0.4,45,DEF
471,Taiwo,Awoniyi,10,1,100,1395,29,140.1,416.2,405.0,16,320,95.6,5,0,2,0.8,65,FWD
472,Giulian,Biancone,0,0,2,15,1,0.0,6.8,0.0,0,9,0.7,0,0,0,0.2,40,DEF
473,Willy,Boly,0,1,37,684,10,11.8,155.0,41.0,7,147,21.0,3,0,2,0.1,45,DEF
474,Josh,Bowler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
475,Steve,Cook,0,0,20,956,21,39.3,177.4,28.0,0,149,24.4,2,0,4,0.1,45,DEF
476,Danilo,dos Santos de Oliveira,3,2,48,976,18,108.1,253.8,113.0,5,178,47.1,1,0,1,0.2,55,MID
477,Emmanuel,Dennis,2,2,39,709,17,97.6,169.6,293.0,3,113,55.7,1,0,3,0.7,50,FWD
478,Mohamed,Dräger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
479,Felipe Augusto,de Almeida Monteiro,0,1,25,1417,32,79.5,379.0,130.0,3,233,59.0,1,0,4,0.1,45,DEF
480,Remo,Freuler,0,0,54,2157,47,174.7,272.2,54.0,0,267,50.3,6,0,4,0.0,50,MID
481,Morgan,Gibbs-White,5,12,145,3151,61,980.2,611.4,628.0,11,479,221.8,8,0,6,3.0,60,MID
482,Wayne,Hennessey,0,0,8,271,5,0.0,77.4,0.0,0,46,7.8,0,0,0,0.7,40,GK
483,Ethan,Horvath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK
484,Brennan,Johnson,8,5,122,2930,54,374.4,480.6,733.0,15,384,158.1,7,0,6,0.7,60,MID
485,Cheikhou,Kouyaté,1,0,35,871,23,83.1,162.4,81.0,2,144,32.6,2,0,3,0.0,50,MID
486,Richie,Laryea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
487,Orel,Mangala,1,1,50,1543,24,62.0,199.4,75.0,0,190,33.6,5,0,3,0.0,50,MID
488,Loïc,Mbe Soh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
489,Scott,McKenna,0,0,40,1570,32,93.9,278.8,46.0,0,275,41.8,5,0,4,0.1,45,DEF
490,Alex,Mighten,0,0,1,7,0,0.3,0.0,0.0,0,1,0.0,0,0,0,0.0,45,MID
491,Moussa,Niakhaté,0,0,25,1163,22,15.6,183.4,61.0,0,141,26.0,2,0,1,0.1,45,DEF
492,Lewis,O'Brien,1,0,22,578,14,56.4,107.8,47.0,0,88,21.1,1,0,2,0.0,50,MID
493,Braian,Ojeda Rodríguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
494,Jonathan,Panzo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
495,Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
496,Gustavo Henrique,Furtado Scarpa,0,0,5,177,1,17.3,15.0,25.0,0,16,5.7,0,0,1,0.1,45,MID
497,Jonjo,Shelvey,0,0,16,573,11,102.1,55.6,11.0,0,67,16.3,1,0,2,0.0,50,MID
498,Sam,Surridge,1,0,26,306,5,16.2,61.4,92.0,3,61,15.9,0,0,2,1.2,45,FWD
499,Harry,Toffolo,0,0,30,933,17,93.6,153.0,67.0,1,134,31.2,2,0,2,0.1,45,DEF
500,Hwang,Ui-jo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,FWD
501,Neco,Williams,1,1,54,1872,41,257.3,372.2,209.0,1,284,84.0,4,0,7,0.3,45,DEF
502,Chris,Wood,3,0,53,807,9,82.1,145.2,169.0,7,163,39.3,4,0,0,0.6,50,FWD
503,Joe,Worrall,1,0,61,2215,44,66.6,502.2,111.0,2,366,67.5,5,0,6,0.1,45,DEF
504,Ryan,Yates,0,3,53,1833,36,103.3,215.0,233.0,0,177,54.5,5,0,5,0.0,50,MID
505,Olu,Aina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
506,Auston,Trusty,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,DEF
507,Anel,Ahmedhodžić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,DEF
508,Jordan,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK
509,George,Baldock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,11.9,40,DEF
510,Chris,Basham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF
511,Sander,Berge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID
512,Jayden,Bogle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
513,Rhian,Brewster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,FWD
514,Ismaila,Coulibaly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
515,Adam,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
516,John,Egan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF
517,John,Fleck,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
518,Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK
519,Daniel,Jebbison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
520,Max,Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
521,Oliver,McBurnie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,FWD
522,Iliman,Ndiaye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,FWD
523,Rhys,Norrington-Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
524,Oliver,Norwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
525,Ben,Osborn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
526,William,Osula,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,FWD
527,Jack,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
528,Anis,Slimane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID
529,Yasser,Larouci,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF
530,Bénie,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,FWD
531,Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
532,Rodrigo,Bentancur,5,2,71,1501,24,180.2,489.6,236.0,7,342,90.7,6,0,8,0.0,55,MID
533,Yves,Bissouma,0,0,27,998,20,137.0,129.8,24.0,0,176,29.0,1,0,6,0.2,50,MID
534,Bryan,Gil Salvatierra,0,1,9,146,1,27.5,30.4,27.0,0,22,8.5,1,0,1,0.0,50,MID
535,Ben,Davies,2,3,99,2284,33,291.8,434.0,172.0,3,470,89.9,9,0,4,0.9,45,DEF
536,Eric,Dier,2,1,96,2816,52,112.3,653.2,235.0,5,569,100.1,9,0,3,1.2,45,DEF
537,Emerson,Leite de Souza Junior,2,2,86,1729,27,181.6,403.6,234.0,9,402,82.1,7,1,2,0.6,45,DEF
538,Fraser,Forster,0,0,40,1215,24,0.0,267.8,0.0,1,222,26.9,3,0,1,5.7,40,GK
539,Pierre-Emile,Højbjerg,4,5,120,3131,57,501.7,758.0,237.0,10,629,150.0,10,0,5,0.6,55,MID
540,Harry,Kane,30,9,263,3406,62,759.6,1342.0,1760.0,48,1008,386.3,11,0,6,14.2,125,FWD
541,Dejan,Kulusevski,2,7,96,2062,40,639.4,410.8,514.0,5,310,156.0,8,0,2,1.8,70,MID
542,Hugo,Lloris,0,0,89,2205,39,0.0,540.0,0.0,12,456,54.0,7,0,0,0.8,50,GK
543,Giovani,Lo Celso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID
544,James,Maddison,10,9,135,2479,54,984.9,802.4,805.0,9,520,259.7,4,0,10,13.1,75,MID
545,Tanguy,Ndombélé Alvaro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,MID
546,Pedro,Porro,3,3,59,1132,26,403.7,330.4,175.0,5,253,90.9,2,0,0,2.8,50,DEF
547,Ivan,Perišić,1,8,94,2099,44,732.8,517.8,394.0,6,430,164.2,6,0,6,2.8,50,DEF
548,Sergio,Reguilón,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,DEF
549,Richarlison,de Andrade,1,5,54,995,18,221.5,209.8,435.0,2,165,86.3,3,0,3,1.9,70,MID
550,Joe,Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF
551,Cristian,Romero,0,2,66,2363,41,136.2,546.2,91.0,3,447,77.3,8,1,9,1.0,45,DEF
552,Davinson,Sánchez,0,0,28,848,17,40.0,213.8,56.0,1,166,31.0,2,0,1,0.2,45,DEF
553,Pape Matar,Sarr,0,1,14,211,11,26.8,55.4,4.0,0,60,8.6,0,0,1,0.9,45,MID
554,Ryan,Sessegnon,2,1,35,805,15,103.0,148.6,290.0,0,121,54.3,1,0,4,0.0,45,DEF
555,Oliver,Skipp,1,0,43,1489,28,157.5,222.4,52.0,1,199,43.4,4,0,7,0.2,50,MID
556,Son,Heung-min,10,6,152,2886,55,852.0,732.6,919.0,8,471,250.2,9,0,2,4.5,90,MID
557,Djed,Spence,0,0,4,5,0,1.3,0.2,20.0,0,10,2.2,0,0,0,0.7,40,DEF
558,Japhet,Tanganga,0,0,4,145,5,6.2,27.6,0.0,0,32,3.3,0,0,0,0.8,40,DEF
